Angle,Intensity
16.90863652,210
16.91699216,212
16.92534779,195
16.93370342,185
16.94205906,207
16.95041469,211
16.95877033,210
16.96712596,186
16.9754816,211
16.98383723,197
16.99219287,214
17.0005485,209
17.00890413,204
17.01725977,197
17.0256154,206
17.03397104,177
17.04232667,211
17.05068231,221
17.05903794,219
17.06739358,217
17.07574921,203
17.08410485,198
17.09246048,169
17.10081611,207
17.10917175,193
17.11752738,222
17.12588302,216
17.13423865,215
17.14259429,193
17.15094992,192
17.15930556,185
17.16766119,187
17.17601683,193
17.18437246,186
17.19272809,235
17.20108373,197
17.20943936,206
17.217795,178
17.22615063,189
17.23450627,211
17.2428619,210
17.25121754,196
17.25957317,204
17.26792881,204
17.27628444,220
17.28464007,194
17.29299571,204
17.30135134,203
17.30970698,212
17.31806261,220
17.32641825,203
17.33477388,207
17.34312952,184
17.35148515,186
17.35984079,183
17.36819642,222
17.37655205,210
17.38490769,210
17.39326332,186
17.40161896,210
17.40997459,198
17.41833023,200
17.42668586,211
17.4350415,207
17.44339713,219
17.45175277,224
17.4601084,209
17.46846403,208
17.47681967,216
17.4851753,220
17.49353094,198
17.50188657,196
17.51024221,227
17.51859784,227
17.52695348,200
17.53530911,203
17.54366475,214
17.55202038,168
17.56037601,212
17.56873165,242
17.57708728,190
17.58544292,199
17.59379855,198
17.60215419,193
17.61050982,188
17.61886546,207
17.62722109,221
17.63557672,185
17.64393236,205
17.65228799,194
17.66064363,214
17.66899926,214
17.6773549,201
17.68571053,205
17.69406617,206
17.7024218,216
17.71077744,212
17.71913307,204
17.7274887,211
17.73584434,203
17.74419997,229
17.75255561,199
17.76091124,214
17.76926688,204
17.77762251,212
17.78597815,193
17.79433378,216
17.80268942,217
17.81104505,220
17.81940068,221
17.82775632,236
17.83611195,226
17.84446759,206
17.85282322,200
17.86117886,228
17.86953449,230
17.87789013,214
17.88624576,220
17.8946014,187
17.90295703,233
17.91131266,216
17.9196683,239
17.92802393,247
17.93637957,232
17.9447352,262
17.95309084,273
17.96144647,269
17.96980211,243
17.97815774,239
17.98651338,290
17.99486901,259
18.00322464,286
18.01158028,307
18.01993591,324
18.02829155,300
18.03664718,350
18.04500282,322
18.05335845,342
18.06171409,352
18.07006972,402
18.07842536,400
18.08678099,455
18.09513662,442
18.10349226,423
18.11184789,473
18.12020353,453
18.12855916,455
18.1369148,453
18.14527043,402
18.15362607,370
18.1619817,403
18.17033734,354
18.17869297,338
18.1870486,325
18.19540424,276
18.20375987,302
18.21211551,269
18.22047114,224
18.22882678,242
18.23718241,211
18.24553805,219
18.25389368,231
18.26224931,195
18.27060495,216
18.27896058,216
18.28731622,201
18.29567185,216
18.30402749,208
18.31238312,216
18.32073876,186
18.32909439,208
18.33745003,196
18.34580566,175
18.35416129,197
18.36251693,193
18.37087256,193
18.3792282,235
18.38758383,200
18.39593947,210
18.4042951,188
18.41265074,187
18.42100637,200
18.42936201,197
18.43771764,184
18.44607327,209
18.45442891,184
18.46278454,177
18.47114018,220
18.47949581,184
18.48785145,197
18.49620708,209
18.50456272,184
18.51291835,176
18.52127399,205
18.52962962,192
18.53798525,180
18.54634089,188
18.55469652,197
18.56305216,210
18.57140779,204
18.57976343,175
18.58811906,176
18.5964747,195
18.60483033,176
18.61318597,184
18.6215416,168
18.62989723,171
18.63825287,167
18.6466085,174
18.65496414,194
18.66331977,177
18.67167541,192
18.68003104,193
18.68838668,235
18.69674231,186
18.70509795,189
18.71345358,199
18.72180921,189
18.73016485,187
18.73852048,215
18.74687612,199
18.75523175,193
18.76358739,171
18.77194302,192
18.78029866,203
18.78865429,242
18.79700993,201
18.80536556,172
18.81372119,184
18.82207683,197
18.83043246,177
18.8387881,178
18.84714373,200
18.85549937,186
18.863855,200
18.87221064,197
18.88056627,212
18.8889219,210
18.89727754,216
18.90563317,177
18.91398881,219
18.92234444,179
18.93070008,187
18.93905571,201
18.94741135,177
18.95576698,186
18.96412262,175
18.97247825,190
18.98083388,177
18.98918952,179
18.99754515,182
19.00590079,199
19.01425642,198
19.02261206,172
19.03096769,188
19.03932333,172
19.04767896,209
19.0560346,176
19.06439023,173
19.07274586,173
19.0811015,183
19.08945713,197
19.09781277,201
19.1061684,161
19.11452404,186
19.12287967,183
19.13123531,194
19.13959094,184
19.14794658,173
19.15630221,169
19.16465784,179
19.17301348,201
19.18136911,177
19.18972475,168
19.19808038,150
19.20643602,158
19.21479165,175
19.22314729,205
19.23150292,151
19.23985856,192
19.24821419,182
19.25656982,163
19.26492546,203
19.27328109,190
19.28163673,174
19.28999236,155
19.298348,173
19.30670363,157
19.31505927,171
19.3234149,179
19.33177054,182
19.34012617,200
19.3484818,186
19.35683744,177
19.36519307,169
19.37354871,205
19.38190434,218
19.39025998,194
19.39861561,185
19.40697125,178
19.41532688,174
19.42368251,161
19.43203815,157
19.44039378,193
19.44874942,157
19.45710505,177
19.46546069,178
19.47381632,169
19.48217196,192
19.49052759,193
19.49888323,157
19.50723886,198
19.51559449,187
